[2023-02-07 06:16:02] Environments:
------------  --------------------------------------------------------------------------------
sys.platform  linux
Python        3.10.8 (main, Nov 24 2022, 14:13:03) [GCC 11.2.0]
JAX           0.4.1 @/mnt/home/giung/.conda/envs/jax-vessl/lib/python3.10/site-packages/jax
jaxlib        0.4.1 @/mnt/home/giung/.conda/envs/jax-vessl/lib/python3.10/site-packages/jaxlib
Flax          0.6.3 @/mnt/home/giung/.conda/envs/jax-vessl/lib/python3.10/site-packages/flax
Optax         0.1.4 @/mnt/home/giung/.conda/envs/jax-vessl/lib/python3.10/site-packages/optax
------------  --------------------------------------------------------------------------------

[2023-02-07 06:16:02] Command line arguments:
- args.data_root         : ./data/
- args.data_name         : CIFAR10_x32
- args.data_augmentation : none
- args.data_proportional : 1.0
- args.model_depth       : 20
- args.model_width       : 1
- args.model_style       : FRN-Swish
- args.optim_bs          : 80
- args.optim_lr          : 3e-07
- args.optim_momentum    : 0.97
- args.num_cycles        : 30
- args.num_epochs_quiet  : 0
- args.num_epochs_noisy  : 200
- args.prior_precision   : 2.5
- args.save              : /mnt/home/giung/giung2-dev/projects/bnn-sgmcmc/save/CIFAR10_x32/R20-FRN-Swish/SGHMC/bs-0080_nc-0030_ne-0000-0200_lr-0.0000003_mo-0.97_pr-00/42
- args.seed              : 42
- args.precision         : fp32

[2023-02-07 06:16:37] [Cycle   1/ 30][Epoch   1/200] trn/posterior_energy -3.295e+04, trn/neg_log_likelihood  8.892e+04, trn/neg_log_prior -1.219e+05, trn/lr  3.000e-07, trn/temperature  1.000e+00, val/acc 2.410e-01, val/nll 1.905e+00
[2023-02-07 10:40:22] [Cycle  20/ 30][Epoch  91/200] trn/posterior_energy  2.921e+04, trn/neg_log_likelihood  1.450e+04, trn/neg_log_prior  1.471e+04, trn/lr  1.723e-07, trn/temperature  1.000e+00, val/acc 8.104e-01, val/nll 5.688e-01
[2023-02-07 10:40:26] [Cycle  20/ 30][Epoch  92/200] trn/posterior_energy  2.939e+04, trn/neg_log_likelihood  1.473e+04, trn/neg_log_prior  1.465e+04, trn/lr  1.700e-07, trn/temperature  1.000e+00, val/acc 8.065e-01, val/nll 6.011e-01
[2023-02-07 10:40:30] [Cycle  20/ 30][Epoch  93/200] trn/posterior_energy  2.904e+04, trn/neg_log_likelihood  1.448e+04, trn/neg_log_prior  1.455e+04, trn/lr  1.676e-07, trn/temperature  1.000e+00, val/acc 8.127e-01, val/nll 5.614e-01
[2023-02-07 10:40:35] [Cycle  20/ 30][Epoch  94/200] trn/posterior_energy  2.887e+04, trn/neg_log_likelihood  1.433e+04, trn/neg_log_prior  1.453e+04, trn/lr  1.653e-07, trn/temperature  1.000e+00, val/acc 8.216e-01, val/nll 5.428e-01
[2023-02-07 10:40:39] [Cycle  20/ 30][Epoch  95/200] trn/posterior_energy  2.907e+04, trn/neg_log_likelihood  1.455e+04, trn/neg_log_prior  1.453e+04, trn/lr  1.629e-07, trn/temperature  1.000e+00, val/acc 8.085e-01, val/nll 5.822e-01
[2023-02-07 10:40:43] [Cycle  20/ 30][Epoch  96/200] trn/posterior_energy  2.889e+04, trn/neg_log_likelihood  1.438e+04, trn/neg_log_prior  1.451e+04, trn/lr  1.606e-07, trn/temperature  1.000e+00, val/acc 8.133e-01, val/nll 5.602e-01
[2023-02-07 10:40:47] [Cycle  20/ 30][Epoch  97/200] trn/posterior_energy  2.893e+04, trn/neg_log_likelihood  1.434e+04, trn/neg_log_prior  1.459e+04, trn/lr  1.582e-07, trn/temperature  1.000e+00, val/acc 8.110e-01, val/nll 5.734e-01
[2023-02-07 10:40:51] [Cycle  20/ 30][Epoch  98/200] trn/posterior_energy  2.890e+04, trn/neg_log_likelihood  1.423e+04, trn/neg_log_prior  1.466e+04, trn/lr  1.559e-07, trn/temperature  1.000e+00, val/acc 8.124e-01, val/nll 5.669e-01
[2023-02-07 10:40:55] [Cycle  20/ 30][Epoch  99/200] trn/posterior_energy  2.899e+04, trn/neg_log_likelihood  1.438e+04, trn/neg_log_prior  1.461e+04, trn/lr  1.535e-07, trn/temperature  1.000e+00, val/acc 8.159e-01, val/nll 5.456e-01
[2023-02-07 10:40:59] [Cycle  20/ 30][Epoch 100/200] trn/posterior_energy  2.886e+04, trn/neg_log_likelihood  1.428e+04, trn/neg_log_prior  1.458e+04, trn/lr  1.512e-07, trn/temperature  1.000e+00, val/acc 8.096e-01, val/nll 5.714e-01
[2023-02-07 10:41:03] [Cycle  20/ 30][Epoch 101/200] trn/posterior_energy  2.850e+04, trn/neg_log_likelihood  1.394e+04, trn/neg_log_prior  1.456e+04, trn/lr  1.488e-07, trn/temperature  1.000e+00, val/acc 8.165e-01, val/nll 5.443e-01
[2023-02-07 10:41:07] [Cycle  20/ 30][Epoch 102/200] trn/posterior_energy  2.882e+04, trn/neg_log_likelihood  1.425e+04, trn/neg_log_prior  1.456e+04, trn/lr  1.465e-07, trn/temperature  1.000e+00, val/acc 8.198e-01, val/nll 5.379e-01
[2023-02-07 10:41:11] [Cycle  20/ 30][Epoch 103/200] trn/posterior_energy  2.860e+04, trn/neg_log_likelihood  1.404e+04, trn/neg_log_prior  1.455e+04, trn/lr  1.441e-07, trn/temperature  1.000e+00, val/acc 8.200e-01, val/nll 5.320e-01
[2023-02-07 10:41:15] [Cycle  20/ 30][Epoch 104/200] trn/posterior_energy  2.856e+04, trn/neg_log_likelihood  1.408e+04, trn/neg_log_prior  1.448e+04, trn/lr  1.418e-07, trn/temperature  1.000e+00, val/acc 8.201e-01, val/nll 5.433e-01
[2023-02-07 10:41:19] [Cycle  20/ 30][Epoch 105/200] trn/posterior_energy  2.817e+04, trn/neg_log_likelihood  1.374e+04, trn/neg_log_prior  1.443e+04, trn/lr  1.394e-07, trn/temperature  1.000e+00, val/acc 8.167e-01, val/nll 5.577e-01
[2023-02-07 10:41:23] [Cycle  20/ 30][Epoch 106/200] trn/posterior_energy  2.834e+04, trn/neg_log_likelihood  1.392e+04, trn/neg_log_prior  1.442e+04, trn/lr  1.371e-07, trn/temperature  1.000e+00, val/acc 8.196e-01, val/nll 5.518e-01
[2023-02-07 10:41:27] [Cycle  20/ 30][Epoch 107/200] trn/posterior_energy  2.822e+04, trn/neg_log_likelihood  1.380e+04, trn/neg_log_prior  1.442e+04, trn/lr  1.347e-07, trn/temperature  1.000e+00, val/acc 8.111e-01, val/nll 5.519e-01
[2023-02-07 10:41:31] [Cycle  20/ 30][Epoch 108/200] trn/posterior_energy  2.827e+04, trn/neg_log_likelihood  1.390e+04, trn/neg_log_prior  1.437e+04, trn/lr  1.324e-07, trn/temperature  1.000e+00, val/acc 8.177e-01, val/nll 5.518e-01
[2023-02-07 10:41:35] [Cycle  20/ 30][Epoch 109/200] trn/posterior_energy  2.796e+04, trn/neg_log_likelihood  1.368e+04, trn/neg_log_prior  1.428e+04, trn/lr  1.300e-07, trn/temperature  1.000e+00, val/acc 8.206e-01, val/nll 5.360e-01
[2023-02-07 10:41:39] [Cycle  20/ 30][Epoch 110/200] trn/posterior_energy  2.810e+04, trn/neg_log_likelihood  1.383e+04, trn/neg_log_prior  1.428e+04, trn/lr  1.277e-07, trn/temperature  1.000e+00, val/acc 8.237e-01, val/nll 5.414e-01
[2023-02-07 10:41:43] [Cycle  20/ 30][Epoch 111/200] trn/posterior_energy  2.818e+04, trn/neg_log_likelihood  1.393e+04, trn/neg_log_prior  1.426e+04, trn/lr  1.254e-07, trn/temperature  1.000e+00, val/acc 8.162e-01, val/nll 5.660e-01
[2023-02-07 10:41:48] [Cycle  20/ 30][Epoch 112/200] trn/posterior_energy  2.817e+04, trn/neg_log_likelihood  1.393e+04, trn/neg_log_prior  1.424e+04, trn/lr  1.231e-07, trn/temperature  1.000e+00, val/acc 8.200e-01, val/nll 5.406e-01
[2023-02-07 10:41:52] [Cycle  20/ 30][Epoch 113/200] trn/posterior_energy  2.802e+04, trn/neg_log_likelihood  1.375e+04, trn/neg_log_prior  1.427e+04, trn/lr  1.207e-07, trn/temperature  1.000e+00, val/acc 8.112e-01, val/nll 5.630e-01
[2023-02-07 10:41:56] [Cycle  20/ 30][Epoch 114/200] trn/posterior_energy  2.829e+04, trn/neg_log_likelihood  1.406e+04, trn/neg_log_prior  1.424e+04, trn/lr  1.184e-07, trn/temperature  1.000e+00, val/acc 8.178e-01, val/nll 5.629e-01
[2023-02-07 10:42:00] [Cycle  20/ 30][Epoch 115/200] trn/posterior_energy  2.803e+04, trn/neg_log_likelihood  1.376e+04, trn/neg_log_prior  1.427e+04, trn/lr  1.161e-07, trn/temperature  1.000e+00, val/acc 8.143e-01, val/nll 5.511e-01
[2023-02-07 10:42:04] [Cycle  20/ 30][Epoch 116/200] trn/posterior_energy  2.768e+04, trn/neg_log_likelihood  1.339e+04, trn/neg_log_prior  1.429e+04, trn/lr  1.138e-07, trn/temperature  1.000e+00, val/acc 8.171e-01, val/nll 5.430e-01
[2023-02-07 10:42:08] [Cycle  20/ 30][Epoch 117/200] trn/posterior_energy  2.765e+04, trn/neg_log_likelihood  1.339e+04, trn/neg_log_prior  1.427e+04, trn/lr  1.116e-07, trn/temperature  1.000e+00, val/acc 8.115e-01, val/nll 5.798e-01
[2023-02-07 10:42:12] [Cycle  20/ 30][Epoch 118/200] trn/posterior_energy  2.752e+04, trn/neg_log_likelihood  1.324e+04, trn/neg_log_prior  1.427e+04, trn/lr  1.093e-07, trn/temperature  1.000e+00, val/acc 8.092e-01, val/nll 5.780e-01
[2023-02-07 10:42:16] [Cycle  20/ 30][Epoch 119/200] trn/posterior_energy  2.772e+04, trn/neg_log_likelihood  1.348e+04, trn/neg_log_prior  1.423e+04, trn/lr  1.070e-07, trn/temperature  1.000e+00, val/acc 8.071e-01, val/nll 6.068e-01
[2023-02-07 10:42:20] [Cycle  20/ 30][Epoch 120/200] trn/posterior_energy  2.767e+04, trn/neg_log_likelihood  1.345e+04, trn/neg_log_prior  1.422e+04, trn/lr  1.048e-07, trn/temperature  1.000e+00, val/acc 8.264e-01, val/nll 5.256e-01
[2023-02-07 10:42:25] [Cycle  20/ 30][Epoch 121/200] trn/posterior_energy  2.730e+04, trn/neg_log_likelihood  1.307e+04, trn/neg_log_prior  1.423e+04, trn/lr  1.025e-07, trn/temperature  1.000e+00, val/acc 8.181e-01, val/nll 5.393e-01
[2023-02-07 10:42:29] [Cycle  20/ 30][Epoch 122/200] trn/posterior_energy  2.732e+04, trn/neg_log_likelihood  1.314e+04, trn/neg_log_prior  1.418e+04, trn/lr  1.003e-07, trn/temperature  1.000e+00, val/acc 8.217e-01, val/nll 5.367e-01
[2023-02-07 10:42:33] [Cycle  20/ 30][Epoch 123/200] trn/posterior_energy  2.752e+04, trn/neg_log_likelihood  1.335e+04, trn/neg_log_prior  1.417e+04, trn/lr  9.809e-08, trn/temperature  1.000e+00, val/acc 8.192e-01, val/nll 5.509e-01
[2023-02-07 10:42:37] [Cycle  20/ 30][Epoch 124/200] trn/posterior_energy  2.718e+04, trn/neg_log_likelihood  1.299e+04, trn/neg_log_prior  1.418e+04, trn/lr  9.588e-08, trn/temperature  1.000e+00, val/acc 8.256e-01, val/nll 5.292e-01
[2023-02-07 10:42:41] [Cycle  20/ 30][Epoch 125/200] trn/posterior_energy  2.733e+04, trn/neg_log_likelihood  1.312e+04, trn/neg_log_prior  1.420e+04, trn/lr  9.369e-08, trn/temperature  1.000e+00, val/acc 8.171e-01, val/nll 5.437e-01
[2023-02-07 10:42:45] [Cycle  20/ 30][Epoch 126/200] trn/posterior_energy  2.729e+04, trn/neg_log_likelihood  1.312e+04, trn/neg_log_prior  1.417e+04, trn/lr  9.151e-08, trn/temperature  1.000e+00, val/acc 8.254e-01, val/nll 5.335e-01
[2023-02-07 10:42:49] [Cycle  20/ 30][Epoch 127/200] trn/posterior_energy  2.718e+04, trn/neg_log_likelihood  1.309e+04, trn/neg_log_prior  1.409e+04, trn/lr  8.935e-08, trn/temperature  1.000e+00, val/acc 8.211e-01, val/nll 5.550e-01
[2023-02-07 10:42:54] [Cycle  20/ 30][Epoch 128/200] trn/posterior_energy  2.714e+04, trn/neg_log_likelihood  1.308e+04, trn/neg_log_prior  1.406e+04, trn/lr  8.720e-08, trn/temperature  1.000e+00, val/acc 8.253e-01, val/nll 5.279e-01
[2023-02-07 10:42:58] [Cycle  20/ 30][Epoch 129/200] trn/posterior_energy  2.679e+04, trn/neg_log_likelihood  1.271e+04, trn/neg_log_prior  1.408e+04, trn/lr  8.507e-08, trn/temperature  1.000e+00, val/acc 8.246e-01, val/nll 5.281e-01
[2023-02-07 10:43:02] [Cycle  20/ 30][Epoch 130/200] trn/posterior_energy  2.680e+04, trn/neg_log_likelihood  1.271e+04, trn/neg_log_prior  1.408e+04, trn/lr  8.296e-08, trn/temperature  1.000e+00, val/acc 8.233e-01, val/nll 5.471e-01
[2023-02-07 10:43:06] [Cycle  20/ 30][Epoch 131/200] trn/posterior_energy  2.675e+04, trn/neg_log_likelihood  1.263e+04, trn/neg_log_prior  1.412e+04, trn/lr  8.086e-08, trn/temperature  1.000e+00, val/acc 8.243e-01, val/nll 5.387e-01
[2023-02-07 10:43:10] [Cycle  20/ 30][Epoch 132/200] trn/posterior_energy  2.695e+04, trn/neg_log_likelihood  1.281e+04, trn/neg_log_prior  1.414e+04, trn/lr  7.877e-08, trn/temperature  1.000e+00, val/acc 8.248e-01, val/nll 5.345e-01
[2023-02-07 10:43:14] [Cycle  20/ 30][Epoch 133/200] trn/posterior_energy  2.676e+04, trn/neg_log_likelihood  1.265e+04, trn/neg_log_prior  1.411e+04, trn/lr  7.671e-08, trn/temperature  1.000e+00, val/acc 8.259e-01, val/nll 5.326e-01
[2023-02-07 10:43:18] [Cycle  20/ 30][Epoch 134/200] trn/posterior_energy  2.658e+04, trn/neg_log_likelihood  1.246e+04, trn/neg_log_prior  1.413e+04, trn/lr  7.466e-08, trn/temperature  1.000e+00, val/acc 8.152e-01, val/nll 5.622e-01
[2023-02-07 10:43:22] [Cycle  20/ 30][Epoch 135/200] trn/posterior_energy  2.652e+04, trn/neg_log_likelihood  1.241e+04, trn/neg_log_prior  1.411e+04, trn/lr  7.263e-08, trn/temperature  1.000e+00, val/acc 8.259e-01, val/nll 5.399e-01
[2023-02-07 10:43:26] [Cycle  20/ 30][Epoch 136/200] trn/posterior_energy  2.648e+04, trn/neg_log_likelihood  1.244e+04, trn/neg_log_prior  1.404e+04, trn/lr  7.063e-08, trn/temperature  1.000e+00, val/acc 8.262e-01, val/nll 5.431e-01
[2023-02-07 10:43:31] [Cycle  20/ 30][Epoch 137/200] trn/posterior_energy  2.646e+04, trn/neg_log_likelihood  1.245e+04, trn/neg_log_prior  1.401e+04, trn/lr  6.864e-08, trn/temperature  1.000e+00, val/acc 8.292e-01, val/nll 5.195e-01
[2023-02-07 10:43:35] [Cycle  20/ 30][Epoch 138/200] trn/posterior_energy  2.631e+04, trn/neg_log_likelihood  1.226e+04, trn/neg_log_prior  1.405e+04, trn/lr  6.667e-08, trn/temperature  1.000e+00, val/acc 8.248e-01, val/nll 5.404e-01
[2023-02-07 10:43:39] [Cycle  20/ 30][Epoch 139/200] trn/posterior_energy  2.635e+04, trn/neg_log_likelihood  1.229e+04, trn/neg_log_prior  1.406e+04, trn/lr  6.472e-08, trn/temperature  1.000e+00, val/acc 8.242e-01, val/nll 5.451e-01
[2023-02-07 10:43:43] [Cycle  20/ 30][Epoch 140/200] trn/posterior_energy  2.620e+04, trn/neg_log_likelihood  1.214e+04, trn/neg_log_prior  1.407e+04, trn/lr  6.279e-08, trn/temperature  1.000e+00, val/acc 8.209e-01, val/nll 5.393e-01
[2023-02-07 10:43:47] [Cycle  20/ 30][Epoch 141/200] trn/posterior_energy  2.625e+04, trn/neg_log_likelihood  1.219e+04, trn/neg_log_prior  1.406e+04, trn/lr  6.088e-08, trn/temperature  1.000e+00, val/acc 8.221e-01, val/nll 5.603e-01
[2023-02-07 10:43:51] [Cycle  20/ 30][Epoch 142/200] trn/posterior_energy  2.633e+04, trn/neg_log_likelihood  1.222e+04, trn/neg_log_prior  1.411e+04, trn/lr  5.900e-08, trn/temperature  1.000e+00, val/acc 8.219e-01, val/nll 5.584e-01
[2023-02-07 10:43:55] [Cycle  20/ 30][Epoch 143/200] trn/posterior_energy  2.617e+04, trn/neg_log_likelihood  1.205e+04, trn/neg_log_prior  1.412e+04, trn/lr  5.714e-08, trn/temperature  1.000e+00, val/acc 8.225e-01, val/nll 5.382e-01
[2023-02-07 10:43:59] [Cycle  20/ 30][Epoch 144/200] trn/posterior_energy  2.629e+04, trn/neg_log_likelihood  1.213e+04, trn/neg_log_prior  1.416e+04, trn/lr  5.530e-08, trn/temperature  1.000e+00, val/acc 8.263e-01, val/nll 5.445e-01
[2023-02-07 10:44:03] [Cycle  20/ 30][Epoch 145/200] trn/posterior_energy  2.612e+04, trn/neg_log_likelihood  1.197e+04, trn/neg_log_prior  1.416e+04, trn/lr  5.348e-08, trn/temperature  1.000e+00, val/acc 8.257e-01, val/nll 5.571e-01
[2023-02-07 10:44:07] [Cycle  20/ 30][Epoch 146/200] trn/posterior_energy  2.612e+04, trn/neg_log_likelihood  1.202e+04, trn/neg_log_prior  1.410e+04, trn/lr  5.169e-08, trn/temperature  1.000e+00, val/acc 8.253e-01, val/nll 5.457e-01
[2023-02-07 10:44:12] [Cycle  20/ 30][Epoch 147/200] trn/posterior_energy  2.607e+04, trn/neg_log_likelihood  1.199e+04, trn/neg_log_prior  1.409e+04, trn/lr  4.993e-08, trn/temperature  1.000e+00, val/acc 8.221e-01, val/nll 5.521e-01
[2023-02-07 10:44:16] [Cycle  20/ 30][Epoch 148/200] trn/posterior_energy  2.593e+04, trn/neg_log_likelihood  1.189e+04, trn/neg_log_prior  1.403e+04, trn/lr  4.818e-08, trn/temperature  1.000e+00, val/acc 8.237e-01, val/nll 5.470e-01
[2023-02-07 10:44:20] [Cycle  20/ 30][Epoch 149/200] trn/posterior_energy  2.578e+04, trn/neg_log_likelihood  1.177e+04, trn/neg_log_prior  1.401e+04, trn/lr  4.647e-08, trn/temperature  1.000e+00, val/acc 8.231e-01, val/nll 5.486e-01
[2023-02-07 10:44:24] [Cycle  20/ 30][Epoch 150/200] trn/posterior_energy  2.583e+04, trn/neg_log_likelihood  1.185e+04, trn/neg_log_prior  1.398e+04, trn/lr  4.477e-08, trn/temperature  1.000e+00, val/acc 8.261e-01, val/nll 5.508e-01
[2023-02-07 10:44:28] [Cycle  20/ 30][Epoch 151/200] trn/posterior_energy  2.571e+04, trn/neg_log_likelihood  1.178e+04, trn/neg_log_prior  1.393e+04, trn/lr  4.311e-08, trn/temperature  1.000e+00, val/acc 8.237e-01, val/nll 5.428e-01
[2023-02-07 10:44:32] [Cycle  20/ 30][Epoch 152/200] trn/posterior_energy  2.558e+04, trn/neg_log_likelihood  1.165e+04, trn/neg_log_prior  1.393e+04, trn/lr  4.147e-08, trn/temperature  1.000e+00, val/acc 8.221e-01, val/nll 5.523e-01
[2023-02-07 10:44:36] [Cycle  20/ 30][Epoch 153/200] trn/posterior_energy  2.547e+04, trn/neg_log_likelihood  1.157e+04, trn/neg_log_prior  1.389e+04, trn/lr  3.985e-08, trn/temperature  1.000e+00, val/acc 8.246e-01, val/nll 5.496e-01
[2023-02-07 10:44:40] [Cycle  20/ 30][Epoch 154/200] trn/posterior_energy  2.541e+04, trn/neg_log_likelihood  1.157e+04, trn/neg_log_prior  1.383e+04, trn/lr  3.827e-08, trn/temperature  1.000e+00, val/acc 8.178e-01, val/nll 5.645e-01
[2023-02-07 10:44:44] [Cycle  20/ 30][Epoch 155/200] trn/posterior_energy  2.543e+04, trn/neg_log_likelihood  1.157e+04, trn/neg_log_prior  1.385e+04, trn/lr  3.671e-08, trn/temperature  1.000e+00, val/acc 8.235e-01, val/nll 5.439e-01
[2023-02-07 10:44:48] [Cycle  20/ 30][Epoch 156/200] trn/posterior_energy  2.533e+04, trn/neg_log_likelihood  1.150e+04, trn/neg_log_prior  1.382e+04, trn/lr  3.518e-08, trn/temperature  1.000e+00, val/acc 8.219e-01, val/nll 5.538e-01
[2023-02-07 10:44:52] [Cycle  20/ 30][Epoch 157/200] trn/posterior_energy  2.511e+04, trn/neg_log_likelihood  1.133e+04, trn/neg_log_prior  1.378e+04, trn/lr  3.368e-08, trn/temperature  1.000e+00, val/acc 8.247e-01, val/nll 5.415e-01
[2023-02-07 10:44:56] [Cycle  20/ 30][Epoch 158/200] trn/posterior_energy  2.516e+04, trn/neg_log_likelihood  1.137e+04, trn/neg_log_prior  1.379e+04, trn/lr  3.221e-08, trn/temperature  1.000e+00, val/acc 8.250e-01, val/nll 5.451e-01
[2023-02-07 10:45:00] [Cycle  20/ 30][Epoch 159/200] trn/posterior_energy  2.507e+04, trn/neg_log_likelihood  1.131e+04, trn/neg_log_prior  1.376e+04, trn/lr  3.076e-08, trn/temperature  1.000e+00, val/acc 8.285e-01, val/nll 5.376e-01
[2023-02-07 10:45:04] [Cycle  20/ 30][Epoch 160/200] trn/posterior_energy  2.516e+04, trn/neg_log_likelihood  1.144e+04, trn/neg_log_prior  1.372e+04, trn/lr  2.935e-08, trn/temperature  1.000e+00, val/acc 8.250e-01, val/nll 5.392e-01
[2023-02-07 10:45:08] [Cycle  20/ 30][Epoch 161/200] trn/posterior_energy  2.505e+04, trn/neg_log_likelihood  1.133e+04, trn/neg_log_prior  1.371e+04, trn/lr  2.796e-08, trn/temperature  1.000e+00, val/acc 8.217e-01, val/nll 5.451e-01
[2023-02-07 10:45:12] [Cycle  20/ 30][Epoch 162/200] trn/posterior_energy  2.493e+04, trn/neg_log_likelihood  1.127e+04, trn/neg_log_prior  1.366e+04, trn/lr  2.661e-08, trn/temperature  1.000e+00, val/acc 8.243e-01, val/nll 5.487e-01
[2023-02-07 10:45:17] [Cycle  20/ 30][Epoch 163/200] trn/posterior_energy  2.486e+04, trn/neg_log_likelihood  1.118e+04, trn/neg_log_prior  1.368e+04, trn/lr  2.528e-08, trn/temperature  1.000e+00, val/acc 8.247e-01, val/nll 5.462e-01
[2023-02-07 10:45:21] [Cycle  20/ 30][Epoch 164/200] trn/posterior_energy  2.490e+04, trn/neg_log_likelihood  1.122e+04, trn/neg_log_prior  1.368e+04, trn/lr  2.399e-08, trn/temperature  1.000e+00, val/acc 8.290e-01, val/nll 5.444e-01
[2023-02-07 10:45:25] [Cycle  20/ 30][Epoch 165/200] trn/posterior_energy  2.477e+04, trn/neg_log_likelihood  1.107e+04, trn/neg_log_prior  1.370e+04, trn/lr  2.273e-08, trn/temperature  1.000e+00, val/acc 8.251e-01, val/nll 5.451e-01
[2023-02-07 10:45:29] [Cycle  20/ 30][Epoch 166/200] trn/posterior_energy  2.478e+04, trn/neg_log_likelihood  1.111e+04, trn/neg_log_prior  1.368e+04, trn/lr  2.149e-08, trn/temperature  1.000e+00, val/acc 8.256e-01, val/nll 5.480e-01
[2023-02-07 10:45:33] [Cycle  20/ 30][Epoch 167/200] trn/posterior_energy  2.471e+04, trn/neg_log_likelihood  1.107e+04, trn/neg_log_prior  1.364e+04, trn/lr  2.030e-08, trn/temperature  1.000e+00, val/acc 8.265e-01, val/nll 5.468e-01
[2023-02-07 10:45:37] [Cycle  20/ 30][Epoch 168/200] trn/posterior_energy  2.470e+04, trn/neg_log_likelihood  1.107e+04, trn/neg_log_prior  1.364e+04, trn/lr  1.913e-08, trn/temperature  1.000e+00, val/acc 8.240e-01, val/nll 5.461e-01
[2023-02-07 10:45:41] [Cycle  20/ 30][Epoch 169/200] trn/posterior_energy  2.457e+04, trn/neg_log_likelihood  1.096e+04, trn/neg_log_prior  1.362e+04, trn/lr  1.799e-08, trn/temperature  1.000e+00, val/acc 8.281e-01, val/nll 5.464e-01
[2023-02-07 10:45:45] [Cycle  20/ 30][Epoch 170/200] trn/posterior_energy  2.462e+04, trn/neg_log_likelihood  1.102e+04, trn/neg_log_prior  1.361e+04, trn/lr  1.689e-08, trn/temperature  1.000e+00, val/acc 8.250e-01, val/nll 5.533e-01
[2023-02-07 10:45:49] [Cycle  20/ 30][Epoch 171/200] trn/posterior_energy  2.456e+04, trn/neg_log_likelihood  1.095e+04, trn/neg_log_prior  1.361e+04, trn/lr  1.582e-08, trn/temperature  1.000e+00, val/acc 8.251e-01, val/nll 5.423e-01
[2023-02-07 10:45:53] [Cycle  20/ 30][Epoch 172/200] trn/posterior_energy  2.456e+04, trn/neg_log_likelihood  1.096e+04, trn/neg_log_prior  1.360e+04, trn/lr  1.478e-08, trn/temperature  1.000e+00, val/acc 8.263e-01, val/nll 5.467e-01
[2023-02-07 10:45:58] [Cycle  20/ 30][Epoch 173/200] trn/posterior_energy  2.455e+04, trn/neg_log_likelihood  1.096e+04, trn/neg_log_prior  1.359e+04, trn/lr  1.378e-08, trn/temperature  1.000e+00, val/acc 8.267e-01, val/nll 5.418e-01
[2023-02-07 10:46:02] [Cycle  20/ 30][Epoch 174/200] trn/posterior_energy  2.449e+04, trn/neg_log_likelihood  1.091e+04, trn/neg_log_prior  1.358e+04, trn/lr  1.281e-08, trn/temperature  1.000e+00, val/acc 8.260e-01, val/nll 5.459e-01
[2023-02-07 10:46:06] [Cycle  20/ 30][Epoch 175/200] trn/posterior_energy  2.447e+04, trn/neg_log_likelihood  1.089e+04, trn/neg_log_prior  1.358e+04, trn/lr  1.188e-08, trn/temperature  1.000e+00, val/acc 8.271e-01, val/nll 5.471e-01
[2023-02-07 10:46:10] [Cycle  20/ 30][Epoch 176/200] trn/posterior_energy  2.440e+04, trn/neg_log_likelihood  1.082e+04, trn/neg_log_prior  1.358e+04, trn/lr  1.097e-08, trn/temperature  1.000e+00, val/acc 8.271e-01, val/nll 5.425e-01
[2023-02-07 10:46:14] [Cycle  20/ 30][Epoch 177/200] trn/posterior_energy  2.438e+04, trn/neg_log_likelihood  1.080e+04, trn/neg_log_prior  1.358e+04, trn/lr  1.011e-08, trn/temperature  1.000e+00, val/acc 8.292e-01, val/nll 5.396e-01
[2023-02-07 10:46:18] [Cycle  20/ 30][Epoch 178/200] trn/posterior_energy  2.435e+04, trn/neg_log_likelihood  1.077e+04, trn/neg_log_prior  1.359e+04, trn/lr  9.274e-09, trn/temperature  1.000e+00, val/acc 8.278e-01, val/nll 5.423e-01
[2023-02-07 10:46:22] [Cycle  20/ 30][Epoch 179/200] trn/posterior_energy  2.436e+04, trn/neg_log_likelihood  1.077e+04, trn/neg_log_prior  1.359e+04, trn/lr  8.475e-09, trn/temperature  1.000e+00, val/acc 8.310e-01, val/nll 5.457e-01
[2023-02-07 10:46:27] [Cycle  20/ 30][Epoch 180/200] trn/posterior_energy  2.428e+04, trn/neg_log_likelihood  1.069e+04, trn/neg_log_prior  1.359e+04, trn/lr  7.712e-09, trn/temperature  1.000e+00, val/acc 8.258e-01, val/nll 5.464e-01
[2023-02-07 10:46:31] [Cycle  20/ 30][Epoch 181/200] trn/posterior_energy  2.428e+04, trn/neg_log_likelihood  1.068e+04, trn/neg_log_prior  1.360e+04, trn/lr  6.984e-09, trn/temperature  1.000e+00, val/acc 8.280e-01, val/nll 5.403e-01
[2023-02-07 10:46:35] [Cycle  20/ 30][Epoch 182/200] trn/posterior_energy  2.424e+04, trn/neg_log_likelihood  1.065e+04, trn/neg_log_prior  1.359e+04, trn/lr  6.291e-09, trn/temperature  1.000e+00, val/acc 8.268e-01, val/nll 5.391e-01
[2023-02-07 10:46:39] [Cycle  20/ 30][Epoch 183/200] trn/posterior_energy  2.423e+04, trn/neg_log_likelihood  1.063e+04, trn/neg_log_prior  1.359e+04, trn/lr  5.634e-09, trn/temperature  1.000e+00, val/acc 8.275e-01, val/nll 5.425e-01
